,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Personal care workers in health services not elsewhere classified,0.09624406,0.019813705,0.030985964,-0.033739745,0.010285045,0.029695634,-0.117460179,-0.025517295,0.078665062,-0.063904975,0.022541341,-0.012445551,0.016314654,-0.080328223,0.063884743,0.009756255,-0.077317796,0.003610547,0.063323382,-0.053085057,0.043293275,0.028824858,-0.003563293,0.006972352,-0.029483154,-0.278199545,-0.049799043,-0.06867101,0.029018671,0.029173547,0.626161364,0.051498045,0.001416859,-0.155766425,-0.010058839,0.021118873,-0.011510075,0.027206711,0.043595718,-0.005813828,-0.033094091,-0.037743475,0.089841273,0.096190729,0.022385563,-0.002341498,-0.1134807,0.057505599,0.023068264,0.040031086
Home-based personal care workers,0.071898392,0.051586451,0.033126527,-0.010223563,0.053490405,0.028156209,-0.182026583,-0.026839647,0.079741273,-0.013899918,-0.012544121,-0.026953042,-0.009192936,-0.067809504,0.041832733,-0.034092147,-0.082149032,0.047968835,0.053374781,-0.06823714,0.056861735,0.093215833,-0.099481741,-0.001839517,-0.048457549,-0.289696636,-0.070584262,-0.096788604,0.033212256,0.002194364,0.623642427,0.082044328,-0.013911638,-0.070788689,0.008138875,0.012971743,-0.034729773,0.022166645,0.101596791,-0.034766621,-0.001097678,-0.025208796,0.044521215,0.094728449,0.029420152,0.013384174,-0.112200842,0.029783744,-0.00100927,0.054137666
Pet groomers and animal care workers,0.083385726,-0.057268923,-0.002129342,-0.058499631,0.02546282,0.104341427,-0.190875537,-0.135009106,0.224501347,-0.049249918,0.017259495,0.020725535,0.184172972,0.051007576,0.061005312,-0.001753119,-0.010599108,0.084622088,0.014097392,-0.132881545,-0.023840577,0.063677143,-0.020760266,0.008606579,0.0341457,-0.171468782,-0.100571176,-0.063329983,0.041717731,-0.016508656,0.336192804,0.109066579,-0.075874494,-0.035153129,-0.037324543,0.077121363,-0.01140414,-0.006930868,0.160970861,-0.039748794,-0.068805141,-0.010937893,0.045728715,0.22179517,0.22539753,-0.011639663,-0.092277962,0.003400134,0.108549081,0.045637399
Hairdressers,-0.078227132,-0.152345323,-0.102257107,-0.111284726,0.071526517,-0.056534643,-0.126352594,0.015857425,-0.098336841,-0.026619028,0.063306012,-0.19829577,0.104840919,0.091043992,-0.015932633,0.034425494,-0.041105145,0.04732621,0.300178146,-0.218947922,0.144274186,0.202876402,-0.06413671,0.36170746,-0.17513056,0.228523225,-0.295592273,-0.119963818,0.037635605,-0.163071024,-0.048998088,0.159625068,0.034027178,0.062504139,0.144229638,0.14066838,-0.065832173,0.05237329,0.217103091,0.137833,0.047635429,-0.019667106,0.083352828,0.246379304,0.213680719,-0.161663817,-0.017696229,-0.016776434,0.088685543,-0.002770653
Beauticians and related workers,0.05591796,-0.106169041,0.039863213,-0.05810818,-0.039925539,0.080656227,-0.042752289,0.039643006,0.064937884,-0.022590558,0.040350153,-0.058929179,0.068199948,-0.023723701,0.075094644,-0.046877001,-0.070164466,0.071670636,0.120521366,-0.169025629,0.084421523,0.052821186,-0.004409566,0.05369096,-0.051418949,-0.092993968,-0.101403126,-0.130972025,0.081966065,0.012476322,0.298360164,0.050852724,0.000686339,-0.070669416,0.074421904,0.093704413,-0.076889552,-0.070225316,0.091849374,0.11383307,-0.094252483,-0.023120521,0.152337224,0.110774218,0.180694881,-0.070336927,-0.083450365,0.081093377,0.000550235,-0.075204255
Companions and valets,0.126750045,0.141968643,0.024916964,-0.108998167,0.158937828,-0.086251154,-0.031264288,0.132666623,-0.007419218,-0.109010618,-0.054534545,0.087437786,0.035983372,0.053582217,0.021109076,-0.03599022,-0.011397015,0.060494773,0.091441214,-0.187221765,-0.055663637,0.171351868,-0.003165765,0.193759385,0.094147889,0.053783027,-0.016930834,-0.117032265,0.086454767,0.008839059,-0.018875245,0.18828533,-0.050347219,0.034813961,0.160947987,0.169597047,-0.016442375,-0.070523759,-0.151618568,0.121246315,0.0935242,0.026183077,-0.030510645,0.29063919,0.078157127,-0.248482785,-0.01366745,-0.158624776,0.005690821,-0.105957422
Undertakers and embalmers,0.114864357,-0.178997013,-0.058510634,-0.098819789,0.061572693,-0.033400403,-0.02175734,0.174968999,-0.065721178,0.110329946,0.062330719,0.130393748,0.117885848,0.255730359,-0.013919545,-0.000525091,-0.012610521,0.079903961,0.147475727,-0.149006348,0.109727789,0.130598187,-0.065741224,-0.103329148,-0.02333401,0.163695839,-0.218097033,-0.08863092,-0.170736453,-0.049840805,-0.214322343,0.054921068,0.011718367,0.132601274,0.073887605,0.102290957,-0.012055457,-0.116574389,0.160332165,0.096673412,-0.127378653,-0.090248103,-0.051272193,0.263839119,0.038083393,-0.098695639,-0.173269985,0.108059865,-0.055311738,-0.223011567
Personal services workers not elsewhere classified,0.103794244,0.00500367,0.067559012,-0.01599182,0.025874675,0.004463952,-0.117609987,-0.002058991,0.041605934,-0.061682539,0.034944044,0.007528245,0.013489287,-0.077817209,0.073268786,0.00693306,-0.081315662,8.23E-05,0.060227388,-0.092882167,0.055633945,0.004982186,0.008897521,0.021435833,-0.026831883,-0.265202025,-0.052011473,-0.063654016,0.05642815,0.01270835,0.612082243,0.020961346,0.016117122,-0.164622928,-0.008047866,0.023021666,-0.022757731,0.002668571,-0.033315936,0.00661957,0.007808898,-0.049800723,0.101340858,0.108638393,0.018277112,-0.042957197,-0.118695057,0.074671327,0.007696356,0.003003072
"Astrologers, fortune-tellers and related workers",0.123409606,-0.059501606,0.105156842,0.012373531,0.036828003,-0.013774383,-0.074603306,0.019510146,-0.03125863,0.024666195,-0.045516272,0.041133864,0.070557911,0.023511724,0.08400627,-0.031441471,-0.10788428,0.054439958,0.041740854,-0.076506468,0.146326655,0.018683002,0.005004151,0.002935102,0.031912538,-0.152205641,-0.212501989,-0.164678037,-0.018359122,-0.010550513,0.339372574,0.022845222,0.037171053,0.047737673,-0.000874435,0.02157705,-0.077849445,-0.015073989,0.064336972,-0.001196926,0.002654381,-0.02813743,0.060828019,0.231464205,0.060597329,-0.044682721,-0.092689376,0.066428478,0.019155869,-0.087216089
Fire fighters,0.140890943,-0.14208735,0.165909091,-0.066560044,0.023518553,-0.067093233,-0.058244825,0.085743467,-0.035425525,-0.103909775,0.012894266,-0.147089479,-0.105914431,-0.007995694,-0.106064251,-0.024535238,0.017817017,0.103280608,-0.22556634,-0.039027362,-0.097256506,0.135819502,0.034304748,-0.055204562,-0.11005456,-0.244018129,-0.004072406,-0.023994916,0.172536988,0.000873329,0.505245811,-0.014463419,-0.172074411,-0.004127023,0.059935388,0.127248914,0.038153021,-0.207675912,-0.083874622,0.095858729,0.022464987,-0.001790958,0.012758477,-0.068566745,0.168495586,-0.033298952,-0.099664465,-0.007448577,-0.135419515,-0.090866568
Police officers,0.055467979,-0.174880878,0.070705853,-0.081032909,0.129902219,-0.121735301,-0.02105865,0.10127343,-0.041594371,-0.2829183,-0.011857241,-0.112598809,-0.08219574,-0.04622656,0.035151804,-0.125889138,-0.09191351,0.067646183,-0.099988373,-0.126088897,0.039703044,0.17177698,0.007367562,0.044784644,-0.170343715,-0.372192451,0.030023223,-0.037615333,-0.05933911,-0.076772921,0.450610989,0.001045161,-0.079642183,-0.245110818,0.106947177,0.174744891,0.09182567,-0.171331142,0.018561425,0.148532425,-0.053271975,0.135269358,0.134609954,0.012721487,0.100152199,-0.180373197,-0.127090567,0.025059492,0.068597109,-0.07548215
Prison guards,-0.041263154,-0.026777707,0.039431053,-0.149693771,0.133501651,-0.165478495,0.058368636,0.160766327,0.003755776,-0.146189749,-0.02909263,-0.104343704,-0.03484621,0.007784215,0.047510792,-0.091638381,-0.098644618,0.021696095,-0.073242794,0.038337461,0.03674369,0.119004947,-0.006041409,0.023694137,-0.248083695,-0.403935655,0.098561203,-0.009381641,0.060027519,-0.063906704,0.388613413,-0.096823556,-0.069615842,-0.143466068,0.104748326,0.202607664,0.113571413,-0.112459808,0.00975689,0.024609874,-0.037811843,0.067503322,0.149064109,0.054402467,0.092359608,-0.203496601,-0.065532285,-0.141732686,-0.036551096,-0.071827309
Security guards,-0.005529891,-0.059603755,0.141096841,-0.067746206,0.159542701,-0.197801744,0.016328232,0.062643322,0.036560502,-0.29056445,-0.014548709,-0.077478391,-0.105547801,0.061311781,-0.058956288,-0.001266845,-0.054064922,-0.031521434,0.001187552,-0.047772471,0.027310651,0.105932543,-0.038938747,-0.044331405,-0.140706793,-0.35868622,0.058717812,-0.024890302,0.049265386,-0.010153499,0.494765943,0.029437701,-0.102534534,-0.168629279,0.038839987,0.205224645,0.088709316,-0.121176917,-0.091224968,0.087531941,-0.013417465,0.062813238,0.131726516,-0.022998375,0.103012083,-0.129342071,-0.091837112,0.058605384,0.004073185,-0.05620854
Protective services workers not elsewhere classified,0.095998403,-0.034846665,0.043786732,-0.032926384,0.012504328,0.007590232,-0.082252396,-0.003815269,0.066037972,-0.091633402,0.078615937,-0.011801718,0.051599447,-0.03841402,0.034759852,0.05497713,-0.06468873,0.003542899,0.04606439,-0.113679136,0.02646564,-0.004418481,0.003369645,0.001564039,-0.079829201,-0.244729766,-0.026331277,-0.011737734,0.068262569,-0.020077394,0.574083905,0.009142614,0.00114057,-0.173385164,-0.0110637,0.054836026,0.027316007,-0.010617967,-0.016880123,0.009612777,-0.011359574,-0.044059602,0.140848277,0.096648625,0.053396416,-0.053179555,-0.113675204,0.034920832,-0.000740373,0.005763737
Fashion and other models,0.086605459,0.04391907,-0.040628951,0.008540336,-0.00350774,0.073587764,-0.123552697,-0.255393991,-0.066626213,0.046618962,0.061323061,-0.021955009,-0.11198968,0.044631845,0.070135698,0.019206468,-0.061537203,0.039465418,0.001695183,-0.239835884,0.049518073,0.031164923,-0.046979146,0.093392554,-0.065820464,-0.146601492,-0.24765226,-0.014393648,0.001303868,-0.023522694,0.561149179,0.065198159,0.010374164,-0.135889064,0.083193891,0.027316731,-0.041708269,0.097336425,-0.137073831,-0.013232148,0.015991217,0.024358566,0.091596168,0.020255677,0.085315999,-0.024828432,0.037030979,-0.034655715,-0.003904899,0.032482706
Shop supervisors,-0.016965488,-0.152985952,-0.05359333,-0.023295294,0.042701086,-0.069157696,-0.182947794,0.046039378,-0.016334419,-0.116593432,-0.027992199,-0.026878412,0.041552791,0.025689284,0.028273905,-0.036311136,-0.096018158,0.071960863,0.10668138,-0.249589425,0.209208613,0.05236668,-0.102791808,0.106984699,-0.145619102,-0.153034256,-0.042645042,0.002654435,-0.015574431,-0.185321821,0.348957385,0.010414773,-0.058205549,-0.110270355,0.033040337,0.047679639,0.066421276,-0.002060958,0.218450367,0.033986589,-0.043268122,-0.013395559,-0.003617711,0.101562941,0.019106969,-0.053928912,-0.084188922,-0.044282772,0.104089425,0.115761485
Shop sales assistants,-0.042514812,-0.084961237,0.079369841,-0.020678322,0.08090594,-0.061063888,-0.259446976,-0.113077796,0.034819519,-0.016816595,0.021794447,-0.009263679,-0.041810066,-7.25E-05,0.105699551,0.008285213,-0.160660003,0.062698464,0.060854231,-0.184719867,0.169185137,0.024911681,-0.090096302,0.0633283,-0.122606257,-0.139687799,-0.087577076,-0.076803909,0.037913434,-0.066236663,0.417720486,0.074114598,0.03063326,0.033054385,0.087837089,0.094881145,0.006771062,0.117599818,0.11494988,-0.009733664,0.035638612,0.056999758,-0.029487339,0.093995189,0.102998164,-0.039047089,-0.020181131,-0.012076934,-0.017686725,0.096472819
Sales demonstrators,-0.031390451,-0.103324254,0.151374153,-0.057303254,-0.014997152,-0.057597891,-0.093372672,-0.111196397,-0.035682618,0.061791973,-0.008128899,-0.222386323,-0.042088923,-0.074814846,0.097839164,-0.011172372,-0.100618541,-0.044231921,-0.071099252,-0.192009919,0.167143335,-0.022786816,-0.052455237,-0.053370594,-0.108879446,-0.162661448,0.023929736,0.033570967,0.035129005,-0.003921131,0.449501822,0.094677201,-0.001953478,0.009597251,-0.078372853,-0.056040733,0.029296642,-0.059324613,-0.039216054,0.039698196,-0.034228476,0.039821736,0.039527032,-0.058892891,0.133692327,-0.058256766,-0.117902179,-0.036279953,0.01115676,-0.102477744
Service station attendants,0.0994696,0.064751291,0.057859982,-0.021311136,-0.043609006,-0.041114418,-0.201153879,0.093544025,0.065023595,-0.179918375,0.090431395,-0.025523009,0.06661987,0.071859117,-0.051563286,-0.017918051,-0.20510786,0.155977388,-0.086313021,-0.116266416,0.143349882,0.05875437,-0.135362911,0.110941985,-0.011762452,-0.223439669,0.032987786,2.68E-05,0.018313616,-0.00968283,0.433016188,0.088575001,-0.027218987,-0.02090679,0.014331806,-0.052132929,0.152476499,-0.103661079,0.009451651,0.097838755,0.08393622,-0.049566448,0.013201199,0.064920707,-0.103342357,-0.073753896,-0.11219414,0.011559015,-0.031943162,0.08175599
Food service counter attendants,0.083980144,-0.062823542,-0.023096411,-0.05479686,0.0200591,-0.032267268,-0.101282119,-0.023767756,0.148102269,-0.086686841,0.040950539,0.006299918,0.072060943,0.04074278,0.01200701,-0.022973022,-0.142091588,0.029316231,-0.002126582,-0.173392638,0.122208594,0.016850423,-0.059728982,0.025234295,-0.077616413,-0.250125536,0.006772012,-0.040074469,0.079464737,0.055181105,0.500770544,0.136155198,-0.071463434,0.016942247,-0.028608477,0.013343653,0.008557869,-0.044068571,0.02806546,0.054948971,0.053857993,0.037061139,0.074010997,0.090498979,0.093405475,0.021075029,-0.080187193,0.088339185,-0.012002888,0.060908674
Sales workers not elsewhere classified,0.094861535,-0.069165984,0.096676846,-0.027771024,0.014878516,-0.005359447,-0.13593966,-0.021306062,0.035746698,-0.030197345,0.052876852,-0.045924854,0.015428825,-0.080695529,0.129368031,0.032697192,-0.057591851,-0.012576058,0.013975876,-0.120924674,0.043529109,-0.057946082,0.041444234,0.024429096,-0.063449141,-0.247820338,-0.073125798,-0.012678103,0.070950258,-0.006730316,0.590196978,0.001443267,0.033574745,-0.127263792,0.011090119,-0.024192832,-0.020670997,0.008320944,-0.030240279,-0.0184962,-0.052117692,-0.041870373,0.139262854,0.052587159,0.043668758,-0.036813973,-0.111836157,0.076136052,-0.000266002,0.000679965
Stall and market salespersons,0.070623524,-0.114627896,0.064527996,-0.058097429,0.044421039,-0.124801375,-0.052547865,0.038284333,0.03671702,0.070096231,0.018866381,-0.026710641,-0.027897872,0.05021775,-0.01839613,0.119466508,-0.069172479,-0.016197058,0.112888942,-0.192942236,0.17047616,-0.062335283,-0.134044041,0.058384139,-0.037473881,-0.002036457,0.016053484,0.05743165,0.170947971,0.103382176,0.220039839,0.083126511,0.11269939,0.073894082,0.057414577,-0.060749797,-0.054868774,0.042288022,1.76E-05,-0.015039848,-0.034318921,-0.088939118,0.01179193,0.109827197,0.142266114,-0.068551895,0.028436185,0.022292526,0.072401375,0.018705196
Garden and horticultural labourers,-0.077252118,0.148837006,-0.21562626,-0.02045153,0.07051215,-0.094915082,-0.1704707,-0.114235465,0.04796854,-0.021764771,-0.027851623,-0.02950118,0.176771554,-0.115337536,0.060858849,-0.018481787,0.04981851,0.214294708,0.003167952,-0.044479725,0.132384253,-0.044107249,-0.125429675,-0.045467611,-0.007297508,-0.034701504,-0.020142996,-0.025577129,0.087387915,0.054639453,0.206477038,-0.058323526,-0.058083229,-0.003527214,0.00255348,0.112543247,-0.052576901,0.166340311,0.099267033,0.068538088,-0.036187718,-0.113643501,-0.020770803,0.090377732,0.189141574,-0.004598547,-0.080178529,-0.105291957,0.047530521,-0.017436632
Apiarists and sericulturists,-0.074778823,-0.090710233,-0.253648328,-0.04921394,-0.072145053,0.102557558,-0.099723127,-0.14679015,0.066861548,-0.038355793,0.052873563,0.051838845,0.329517742,0.050357377,-0.112194717,0.001048694,0.048036737,0.166667836,0.125918963,0.182404523,-0.031963984,-0.112151613,-0.149318222,-0.002560908,0.12821179,0.02992506,0.058008903,-0.050507934,0.029934225,-0.038017973,-0.231664023,-0.008058195,-0.02216996,0.152096246,0.032745448,0.068249051,-0.149035692,0.12519362,-0.083765602,0.018491019,-0.120747363,-0.047247533,0.042748971,0.025017248,0.2010931,-0.192847443,0.054715217,-0.005534217,0.074593948,0.041088482
Animal producers not elsewhere classified,0.077385428,-0.081146676,-0.008820652,0.003677159,0.045402087,0.043505421,-0.115613738,-0.0523082,0.085204386,0.017064752,0.078338297,0.037811198,0.067364653,-0.027306496,0.128394892,0.057953346,0.063969508,-0.016647435,-0.018325687,-0.10576979,0.036208334,-0.04481387,0.120122235,0.036322369,-0.024111461,-0.245115816,-0.088840439,-0.003596528,0.052606997,-0.055129343,0.550776632,-0.052913946,0.026342569,-0.189021512,-0.01212505,0.019199755,-0.022760768,0.016320658,-0.056211517,-0.025831286,-0.034884072,-0.00103258,0.112282652,0.044393543,0.093549527,-0.002044201,-0.110430988,0.045949055,-0.011200212,0.001934856
Underwater divers,0.160404849,0.044866827,0.091331679,0.085588904,-0.154092022,-0.099811103,-0.1531281,0.14192483,0.158498216,-0.108958634,0.147628363,0.061655634,0.124395044,0.29512907,-0.0730708,0.008668931,0.0871726,0.102223799,-0.275705388,-0.154668794,0.010613353,0.181517801,0.012596515,-0.136580191,0.193243749,-0.019790068,-0.103958162,0.011205792,0.029414628,-0.059141248,0.28179308,-0.061587407,-0.018626773,-0.122552348,0.060695919,0.227036084,0.010914757,-0.011291557,0.079248532,-0.025079411,-0.028775815,-0.142486641,0.28743351,0.103169731,0.065783699,-0.201848198,0.11570159,-0.018913079,0.03541372,-0.178932815
Hunters and trappers,-0.06873879,-0.152777007,-0.075208532,-0.141229466,-0.001200359,-0.12409382,-0.370520909,0.055518101,0.026663176,-0.000990759,0.121024905,0.038303838,0.280636109,0.081259087,-0.042516917,0.028009819,0.235013425,-0.133322658,-0.337390401,0.000351131,0.029667183,-0.147425168,0.040388026,0.046873167,-0.075265638,-0.115411595,-0.160702441,-0.104599891,0.118566508,-0.139575432,0.028996329,-0.043770683,0.001830383,0.012955212,0.085433891,-0.019931577,-0.1762305,-0.065544799,0.005520683,0.019615742,-0.082648947,-0.041378077,0.16082891,0.170533106,0.209341111,-0.228777315,0.004669664,-0.002128262,0.034857397,-0.127733187
Subsistence crop farmers,-0.068878003,-0.130857009,-0.053347713,-0.091688718,0.006911923,0.007224751,-0.2255597,-0.102826068,0.138963183,-0.026679003,0.048181063,-0.048280403,0.295118571,-0.176469645,0.081404577,0.02087196,0.175671236,0.046170592,0.08648888,-0.064214272,-0.045477456,-0.189555429,0.062017196,-0.050361662,0.007530549,-0.018346594,-0.009459271,-0.078526291,0.1782393,0.15084609,0.424000687,0.034452944,-0.050668728,0.09201307,0.038262182,0.089399608,-0.217919648,0.080581817,0.096327638,0.003808287,-0.224078501,-0.047994224,0.0216172,0.051337848,0.141565584,-0.10423367,-0.079050203,0.085728775,0.065514072,-0.017881523
Subsistence livestock farmers,-0.066056367,-0.173292354,-0.086484627,-0.101727969,0.024466776,0.01813691,-0.221333673,-0.095386083,0.178292295,-0.075256064,0.062926677,-0.060549032,0.324774634,-0.197475341,0.08162348,0.049160575,0.209085791,0.058974678,0.053622156,-0.033278825,0.035947735,-0.142498759,0.019378094,-0.002046348,0.040687118,-0.027779694,0.04543493,-0.105625898,0.16434302,0.112541241,0.394688989,0.052179193,-0.007847034,0.095503989,-0.031832853,0.09043779,-0.151141379,0.030159897,0.096829319,0.078352706,-0.197644552,-0.07165751,0.043522056,0.115197638,0.195559371,-0.130079127,-0.146933878,0.053941562,0.09888337,-0.038629454
